College_Name,Districts,States,Ownership,Fees,Btech_Courses,Mtech_Courses,Rating
"Aksheyaa College of Engineering, Kancheepuram",Kancheepuram, Tamil Nadu,Private,Null,B.E /B.Tech (5 Courses),M.E /M.Tech. (2 Courses),3.3/5
"AKS University, Satna",Satna, Madhya Pradesh,Private,   92 K,B.E /B.Tech (17 Courses),Null,3.2/5
"AKT Memorial College of Engineering and Technology, Villupuram",Villupuram, Tamil Nadu,Private,Null,B.E /B.Tech (8 Courses),Null,Null
"AKT Memorial Polytechnic College, Kallakurichi",Kallakurichi, Tamil Nadu,Private,Null,Null,Null,Null
"Akula Sreeramulu College of Engineering, Tanuku",Tanuku, Andhra Pradesh,Private,Null,B.E /B.Tech (6 Courses),Null,3.0/5
"Akula Sree Ramulu Institute of Engineering and Technology, Tadepalligudem",West Godavari, Andhra Pradesh,Private,Null,B.E /B.Tech (6 Courses),Null,Null
"AKY Polytechnic College, Tirunelveli",Vallavankottai, Tamil Nadu,Private,Null,Null,Null,Null
"ACCET Karaikudi - Alagappa Chettiar College of Engineering and Technology, Karaikudi",Karaikudi, Tamil Nadu,Government,   31.25 K,B.E /B.Tech (8 Courses),M.E /M.Tech. (6 Courses),4.4/5
"Alagappa College of Technology, Chennai",Chennai, Tamil Nadu,Government,Null,B.E /B.Tech (9 Courses),M.E /M.Tech. (13 Courses),4.4/5
"Alagappa Polytechnic College, Karaikudi",Karaikudi, Tamil Nadu,Government,Null,Null,Null,Null
"Alagappa University - Alagappa University, Karaikudi",Karaikudi, Tamil Nadu,Government,   4.80 L,Null,Null,4.3/5
"APGSU Shimla - Alakh Prakash Goyal Shimla University, Shimla",Taradevi, Himachal Pradesh,Private,   5.67 L,Null,Null,3.4/5
"Al-Ameen College, Edathala",Ernakulam, Kerala,Private,Null,Null,Null,Null
"Al-Ameen Educational and Medical Foundation's College of Engineering and Management Studies, Pune",Pune, Maharashtra,Private,Null,B.E /B.Tech (3 Courses),M.E /M.Tech. (2 Courses),1.5/5
"Al-Ameen Engineering College, Erode",Erode, Tamil Nadu,Private,Null,B.E /B.Tech (7 Courses),M.E /M.Tech. (2 Courses),Null
"Al-Ameen Engineering College, Palakkad",Palakkad, Kerala,Private,Null,B.E /B.Tech (7 Courses),M.E /M.Tech. (2 Courses),Null
"Al Ameen Polytechnic College, Nanjaiuthukuli",Nanjaiuthukuli, Tamil Nadu,Private,Null,Null,Null,Null
"Al Ameer College of Engineering and Information Technology, Visakhapatnam",Visakhapatnam, Andhra Pradesh,Private,Null,B.E /B.Tech (7 Courses),M.E /M.Tech. (2 Courses),0.0/5
"Alamuri Ratnamala Institute of Engineering and Technology, Thane",Thane, Maharashtra,Private,Null,B.E /B.Tech (13 Courses),Null,3.2/5
"Alard School Of Engineering and Technology, Pune",Pune, Maharashtra,Private,Null,B.E /B.Tech (13 Courses),M.E /M.Tech. (2 Courses),3.7/5
"Al Azhar College of Arts and Science, Idukki",Idukki, Kerala,Private,Null,Null,Null,Null
"Al Azhar College of Engineering and Technology, Idukki",Idukki, Kerala,Private,Null,B.E /B.Tech (7 Courses),Null,Null
"Al Azhar Polytechnic College, Thodupuzha",Idukki, Kerala,Private,Null,Null,Null,3.8/5
"AISAT Kochi - Albertian Institute of Science and Technology- Technical Campus, School of Engineering, Ernakulam",Ernakulam, Kerala,Private,   3.65 L,B.E /B.Tech (5 Courses),Null,5.0/5
"Al-Falah School of Engineering and Technology, Faridabad",Faridabad, Haryana,Private,Null,B.E /B.Tech (5 Courses),M.E /M.Tech. (10 Courses),3.5/5
"Al-Falah University Polytechnic, Faridabad",Dhouj, Haryana,Private,Null,Null,Null,Null
"Al-Habeeb College of Engineering and Technology, Hyderabad",Hyderabad, Telangana,Private,Null,B.E /B.Tech (6 Courses),Null,3.8/5
"Al-Huda Polytechnic, Nellore",Nellore, Andhra Pradesh,Private,Null,Null,Null,Null
"Aliah University, Kolkata",Kolkata, West Bengal,Government,Null,B.E /B.Tech (10 Courses),M.E /M.Tech. (5 Courses),4.5/5
"Alia Polytechnic College, Bhopal",Huzur, Madhya Pradesh,Private,Null,Null,Null,3.0/5
"Alice Institute of Technology, Ranchi",Angara, Jharkhand,Private,   1.66 L,B.E /B.Tech (4 Courses),Null,3.8/5
"ACET Aligarh - Aligarh College of Engineering and Technology, Aligarh",Aligarh, Uttar Pradesh,Private,Null,B.E /B.Tech (7 Courses),Null,4.0/5
"AMU Aligarh - Aligarh Muslim University, Aligarh",Aligarh, Uttar Pradesh,Government,Null,B.E /B.Tech (12 Courses),M.E /M.Tech. (23 Courses),4.7/5
"Alipurduar Government Engineering and Management College, Alipurduar",Alipurduar, West Bengal,Government,   1.00 L,Null,Null,Null
"Al Kabir Polytechnic, Jamshedpur",Jamshedpur, Jharkhand,Private,   1.24 L,Null,Null,4.8/5
"Al-Khateeb Government Aided Polytechnic, Bangalore",Bangalore, Karnataka,Government,Null,Null,Null,Null
"Allahabad College of Engineering and Management, Kaushambi",Amaon, Uttar Pradesh,Private,Null,Null,Null,Null
"Allana College of Architecture, Pune",Pune, Maharashtra,Private,Null,Null,Null,Null
"Allenhouse Institute of Technology, Kanpur",Rooma, Uttar Pradesh,Private,Null,B.E /B.Tech (5 Courses),Null,4.4/5
"Alliance College of Engineering and Design, Bangalore",Bangalore, Karnataka,Private,   12 L,B.E /B.Tech (17 Courses),Null,4.0/5
"Alliance School of Business, Bangalore",Bangalore, Karnataka,Private,   2.50 L,Null,Null,4.0/5
"Alliance School of Design and Creative Arts, Bengaluru",Bangalore, Karnataka,Private,   14 L,Null,Null,Null
"All India Institute of Hygiene and Public Health, Kolkata",Kolkata, West Bengal,Government,Null,Null,Null,Null
"All India Shri Shivaji Memorial Society's Institute of Information Technology, Pune",Pune, Maharashtra,Private,   4.44 L,B.E /B.Tech (6 Courses),M.E /M.Tech. (2 Courses),4.4/5
"All India Shri Shivaji Memorial Society's Polytechnic, Pune",Pune, Maharashtra,Private,Null,Null,Null,3.5/5
"All Saints' College of Engineering, Bhopal",Bhopal, Madhya Pradesh,Private,Null,Null,Null,Null
"All Saints' College of Technology, Bhopal",Bhopal, Madhya Pradesh,Private,Null,B.E /B.Tech (5 Courses),M.E /M.Tech. (3 Courses),4.9/5
"Alpha Arts and Science College, Chennai",Chennai, Tamil Nadu,Private,Null,Null,Null,3.0/5
"Alpha College of Engineering and Technology, Kalol",Khatraj, Gujarat,Private,Null,B.E /B.Tech (6 Courses),Null,3.5/5
"Alpha College of Engineering and Technology, Puducherry",Kanniyakoil, Puducherry,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"Alpha College of Engineering, Bangalore",Bangalore, Karnataka,Private,Null,B.E /B.Tech (4 Courses),Null,3.5/5
"Alpha College of Engineering, Chennai",Thirumazhisai, Tamil Nadu,Private,Null,B.E /B.Tech (6 Courses),Null,3.6/5
"Alpha Institute of Architecture Studies, Gandhinagar",Gandhinagar, Gujarat,Private,Null,Null,Null,Null
"Alpine College of Engineering, Greater Noida",Kot, Uttar Pradesh,Private,   3.83 L,B.E /B.Tech (4 Courses),Null,Null
"Alpine College of Management and Technology, Dehradun",Dehradun, Uttarakhand,Private,Null,Null,Null,Null
"Alpine Institute of Aeronautics, Dehradun",Dehradun, Uttarakhand,Private,Null,Null,Null,Null
"Alpine Institute of Technology, Ujjain",Ujjain, Madhya Pradesh,Private,Null,B.E /B.Tech (6 Courses),Null,3.8/5
"Al Salama Institute of Architecture, Malappuram",Malappuram, Kerala,Private,Null,Null,Null,Null
"Alva's Institute of Engineering and Technology, Mangalore",Mangalore, Karnataka,Private,Null,B.E /B.Tech (11 Courses),Null,3.8/5
"Alwardas Polytechnic, Visakhapatnam",Visakhapatnam, Andhra Pradesh,Private,Null,Null,Null,Null
"Alwar Institute of Engineering and Technology, Alwar",Alwar, Rajasthan,Private,Null,B.E /B.Tech (4 Courses),Null,3.8/5
"Alwar Polytechnic, Visakhapatnam",Visakhapatnam, Andhra Pradesh,Private,Null,Null,Null,Null
"AMAKSIK College of Technology and Management, Anakapalle",Visakhapatnam, Andhra Pradesh,Private,Null,B.E /B.Tech (4 Courses),Null,Null
"Amalapuram Institute of Management Sciences and College of Engineering, Mummidivaram",East Godavari, Andhra Pradesh,Private,Null,B.E /B.Tech (5 Courses),Null,4.5/5
"Amal Jyothi College of Engineering, Kottayam",Kottayam, Kerala,Private,   3.56 L,B.E /B.Tech (11 Courses),Null,4.1/5
"Aman Bhalla Institute of Engineering and Technology, Pathankot",Pathankot, Punjab,Private,Null,B.E /B.Tech (4 Courses),Null,Null
"Aman Bhalla Polytechnic College, Gurdaspur",Gurdaspur, Punjab,Private,   82.88 K,Null,Null,Null
"Amani Group of Institutions, Amroha",Amroha, Uttar Pradesh,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"Amara Institute of Engineering and Technology, Guntur",Guntur, Andhra Pradesh,Private,   1.40 L,B.E /B.Tech (5 Courses),M.E /M.Tech. (4 Courses),Null
"Amardeep College of Engineering and Management, Firozabad",Firozabad, Uttar Pradesh,Private,Null,B.E /B.Tech (4 Courses),Null,Null
"Amardeep Polytechnic College, Firozabad",Firozabad, Uttar Pradesh,Private,Null,Null,Null,Null
"Ambala College of Engineering and Applied Research, Ambala",Ambala, Haryana,Private,Null,B.E /B.Tech (12 Courses),Null,3.3/5
"AIMT Lucknow - Ambalika Institute of Management and Technology, Lucknow",Lucknow, Uttar Pradesh,Private,   3.57 L,B.E /B.Tech (8 Courses),Null,4.1/5
"Ambalika Institute of Professional Studies, Lucknow",Lucknow, Uttar Pradesh,Private,   90 K,Null,Null,Null
"Ambal Professional Group of Institutions, Coimbatore",Coimbatore, Tamil Nadu,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"Ambal Professional Group of Institutions, Tiruppur",Palladam, Tamil Nadu,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"Ambarwadikar's Institute of Technology, Aurangabad",Aurangabad, Maharashtra,Private,Null,Null,Null,Null
"Ambedkar Institute of Technology, Delhi",New Delhi, Delhi,Government,Null,Null,Null,4.0/5
"Ambekeshwar Institute of Technology and Management, Lucknow",Lucknow, Uttar Pradesh,Private,Null,Null,Null,Null
"Ambition Institute of Technology, Varanasi",Varanasi, Uttar Pradesh,Private,Null,Null,Null,5.0/5
"AMC Engineering College, Bangalore",Bangalore, Karnataka,Private,Null,B.E /B.Tech (11 Courses),Null,3.8/5
"Amina Institute of Technology, Shamirpet",Secunderabad, Telangana,Private,Null,B.E /B.Tech (4 Courses),M.E /M.Tech. (2 Courses),Null
"Amiraj College of Engineering and Technology, Ahmedabad",Khoraj, Gujarat,Private,Null,B.E /B.Tech (4 Courses),Null,4.1/5
"Amity Institute of Aerospace Engineering, Noida",Noida, Uttar Pradesh,Private,   10.16 L,Null,Null,Null
"Amity Institute of Biotechnology, Gwalior",Gwalior, Madhya Pradesh,Private,   7.28 L,Null,Null,Null
"Amity Institute of Biotechnology, Noida",Noida, Uttar Pradesh,Private,   13 L,B.E /B.Tech (5 Courses),Null,4.1/5
"Amity Institute of Food Technology, Noida",Noida, Uttar Pradesh,Private,   8.48 L,Null,Null,3.0/5
"Amity School of Architecture and Planning, Noida",Noida, Uttar Pradesh,Private,   13.95 L,Null,Null,4.1/5
"Amity School of Engineering and Technology, Bijwasan",New Delhi, Delhi,Private,Null,B.E /B.Tech (5 Courses),Null,3.6/5
"Amity School of Engineering and Technology, Gwalior",Gwalior, Madhya Pradesh,Private,   6.56 L,B.E /B.Tech (6 Courses),Null,Null
"Amity School of Engineering and Technology, Noida",Noida, Uttar Pradesh,Private,   13.88 L,B.E /B.Tech (27 Courses),M.E /M.Tech. (24 Courses),3.6/5
"Amity School of Engineering, Noida",Noida, Uttar Pradesh,Private,   8.64 L,B.E /B.Tech (13 Courses),Null,5.0/5
"Amity University, Bengaluru",Bangalore, Karnataka,Private,   11.60 L,Null,Null,4.0/5
"Amity University, Greater Noida Campus",Greater Noida, Uttar Pradesh,Private,   8.56 L,Null,Null,4.0/5
"Amity University Gurgaon - Amity University, Gurugram",Gurgaon, Haryana,Private,   5.70 L,Null,M.E /M.Tech. (19 Courses),4.3/5
"Amity University, Gwalior",Gwalior, Madhya Pradesh,Private,   2.40 L,Null,M.E /M.Tech. (7 Courses),4.3/5
"Amity University, Jaipur",Jaipur, Rajasthan,Private,   6.40 L,B.E /B.Tech (10 Courses),Null,4.1/5
"Amity University, Kolkata",Kadampukur, West Bengal,Private,   9.99 L,B.E /B.Tech (6 Courses),Null,4.7/5
"Amity University, Lucknow Campus",Lucknow, Uttar Pradesh,Private,   5.10 L,B.E /B.Tech (15 Courses),Null,4.1/5
"Amity University, Mohali",Mohali, Punjab,Private,   9.70 L,Null,Null,Null
"Amity University, Mumbai",Navi Mumbai, Maharashtra,Private,   5.50 L,B.E /B.Tech (14 Courses),Null,4.6/5
"Amity University, Noida",Noida, Uttar Pradesh,Private,   8.64 L,B.E /B.Tech (13 Courses),M.E /M.Tech. (24 Courses),4.1/5
"Amity University, Patna",Patna, Bihar,Private,   5.20 L,B.E /B.Tech (3 Courses),Null,4.1/5
"Amity University, Raipur",Raipur, Chhattisgarh,Private,   2.70 L,B.E /B.Tech (8 Courses),Null,4.4/5
"Amity University, Ranchi",Ranchi, Jharkhand,Private,   2.10 L,B.E /B.Tech (10 Courses),Null,4.1/5
"AMK Technological Polytechnic College, Chennai",Chennai, Tamil Nadu,Private,Null,Null,Null,Null
"Ammaiappar Polytechnic College, Dhalavaipuram",Kallupatti, Tamil Nadu,Private,Null,Null,Null,Null
"Amolakchand Mahavidyalaya, Yavatmal",Yavatmal, Maharashtra,Private,Null,Null,Null,Null
"Amrapali Institute of Technology and Sciences, Haldwani",Naripur Lamachaur, Uttarakhand,Private,   4.40 L,B.E /B.Tech (4 Courses),Null,3.1/5
"AM Reddy Memorial College of Engineering and Technology, Narasaraopet",Guntur, Andhra Pradesh,Private,Null,B.E /B.Tech (7 Courses),Null,Null
"AMR Institute of Technology, Adilabad",Adilabad, Telangana,Private,Null,B.E /B.Tech (6 Courses),M.E /M.Tech. (2 Courses),Null
"Amrita College of Engineering and Technology, Nagercoil",Nagercoil, Tamil Nadu,Private,   2 L,B.E /B.Tech (6 Courses),M.E /M.Tech. (2 Courses),2.5/5
"Amrita Institute of Computer Technology, Chennai",Chennai, Tamil Nadu,Private,   72 K,Null,Null,5.0/5
"Amrita Polytechnic College, Kanyakumari",Kanyakumari, Tamil Nadu,Private,   1.06 L,Null,Null,Null
"Amrita Sai Institute of Science and Technology, Krishna",Krishna, Andhra Pradesh,Private,   1.72 L,B.E /B.Tech (11 Courses),M.E /M.Tech. (5 Courses),3.8/5
"ASB Coimbatore - Amrita School of Business, Coimbatore",Coimbatore, Tamil Nadu,Private,Null,Null,Null,4.2/5
"Amrita School of Engineering, Amritapuri",Kollam, Kerala,Private,   24 L,B.E /B.Tech (10 Courses),M.E /M.Tech. (11 Courses),4.3/5
"Amrita School of Engineering, Bengaluru",Bangalore, Karnataka,Private,Null,B.E /B.Tech (8 Courses),M.E /M.Tech. (7 Courses),4.0/5
"Amrita School of Engineering, Chennai",Chennai, Tamil Nadu,Private,Null,Null,Null,5.0/5
"Amrita School of Engineering, Coimbatore",Coimbatore, Tamil Nadu,Private,   24 L,B.E /B.Tech (11 Courses),M.E /M.Tech. (19 Courses),4.1/5
"Amrita School of Nanosciences and Molecular Medicine, Kochi",Ernakulam, Kerala,Private,   3.95 L,Null,M.E /M.Tech. (3 Courses),Null
"Amrita Vishwa Vidyapeetham, Amaravati Campus",Amaravati, Andhra Pradesh,Private,Null,Null,Null,4.8/5
"Amrita Vishwa Vidyapeetham, Amritapuri Campus",Kollam, Kerala,Private,Null,Null,Null,4.2/5
"Amrita Vishwa Vidyapeetham, Bengaluru Campus",Bangalore, Karnataka,Private,Null,B.E /B.Tech (2 Courses),M.E /M.Tech. (3 Courses),4.3/5
"Amrita Vishwa Vidyapeetham, Kochi Campus",Ernakulam, Kerala,Private,   3.89 L,Null,M.E /M.Tech. (3 Courses),5.0/5
"AGC Amritsar - Amritsar Group of Colleges, Amritsar",Amritsar, Punjab,Private,   1.44 L,B.E /B.Tech (9 Courses),M.E /M.Tech. (4 Courses),3.4/5
"AIEMS Bangalore - Amruta Institute of Engineering and Management Sciences, Bangalore",Abbanakuppe, Karnataka,Private,Null,B.E /B.Tech (5 Courses),Null,3.6/5
"Amrut Institute, Junagadh",Junagadh, Gujarat,Private,Null,Null,Null,Null
"Amrut Mody School of Management, Ahmedabad University, Ahmedabad",Ahmedabad, Gujarat,Private,   23 L,Null,Null,4.6/5
"Amrutvahini College of Engineering, Ahmednagar",Sangamner, Maharashtra,Private,   4.90 L,B.E /B.Tech (9 Courses),M.E /M.Tech. (3 Courses),4.1/5
"Amrutvahini Polytechnic, Sangamner",Sangamner, Maharashtra,Private,Null,Null,Null,4.5/5
"AMS College of Polytechnic, Kolkata",Barrackpore, West Bengal,Private,Null,Null,Null,Null
"ANA College of Engineering and Management Studies, Bareilly",Bareilly, Uttar Pradesh,Private,Null,B.E /B.Tech (6 Courses),Null,Null
"Anand Agricultural University, Anand",Anand, Gujarat,Government,Null,B.E /B.Tech (4 Courses),M.E /M.Tech. (3 Courses),4.0/5
"Ananda Marga Polytechnic, Kolar",Hanumanthapura, Karnataka,Private,Null,Null,Null,Null
"Anand Charitable Sansta's Diploma in Engineering and Technology, Ashti",Ashti, Maharashtra,Private,Null,Null,Null,Null
"Anand College of Architecture, Agra",Arsena, Uttar Pradesh,Private,   3.92 L,Null,Null,4.5/5
"Anand College of Engineering and Management, Kapurthala",Rawal, Punjab,Private,Null,B.E /B.Tech (3 Courses),Null,5.0/5
"AEC Agra - Anand Engineering College, Agra",Runkata, Uttar Pradesh,Private,   4.80 L,B.E /B.Tech (7 Courses),Null,4.1/5
"Anand Institute of Higher Technology, Chennai",Kazhipathur, Tamil Nadu,Private,Null,B.E /B.Tech (9 Courses),M.E /M.Tech. (3 Courses),3.6/5
"Anand International College of Engineering, Jaipur",Jaipur, Rajasthan,Private,   3.58 L,B.E /B.Tech (7 Courses),Null,4.5/5
"Anand Niketan College of Science Arts and Commerce, Warora",Warora, Maharashtra,Private,   60.30 K,Null,Null,Null
"Anand Polytechnic College, Agra",Agra, Uttar Pradesh,Private,   1.42 L,Null,Null,Null
"Anand School of Architecture, Chennai",Chennai, Tamil Nadu,Private,Null,Null,Null,Null
"Anantha Lakshmi Institute of Technology and Sciences, Anantapur",Anantapur, Andhra Pradesh,Private,Null,B.E /B.Tech (8 Courses),M.E /M.Tech. (4 Courses),4.2/5
"Anant National University, Ahmedabad",Ahmedabad, Gujarat,Private,   4.88 L,Null,Null,4.5/5
"Anantrao Pawar College of Architecture, Pune",Pune, Maharashtra,Private,Null,Null,Null,5.0/5
"Anasuya Devi Institution of Technology and Sciences, Nalgonda",Nalgonda, Telangana,Private,Null,B.E /B.Tech (4 Courses),Null,Null
"Anbanathapuram Vahaira Charities College, Mayiladuthurai",Mayiladuthurai, Tamil Nadu,Private,   40.03 K,Null,Null,Null
"Andhra Engineering College, Nellore",Nellore, Andhra Pradesh,Private,Null,B.E /B.Tech (6 Courses),Null,Null
"Andhra Kesari University, Ongole",Ongole, Andhra Pradesh,Government,Null,Null,Null,Null
"ALC Vijayawada - Andhra Loyola College, Vijayawada",Vijayawada, Andhra Pradesh,Private,Null,Null,Null,4.3/5
"ALIET Vijayawada - Andhra Loyola Institute of Engineering and Technology, Vijayawada",Vijayawada, Andhra Pradesh,Private,Null,B.E /B.Tech (8 Courses),Null,4.7/5
"Andhra Polytechnic College, Kakinada",Kakinada, Andhra Pradesh,Government,Null,Null,Null,5.0/5
"AUCEW Visakhapatnam - Andhra University College of Engineering for Women, Visakhapatnam",Visakhapatnam, Andhra Pradesh,Government,Null,B.E /B.Tech (6 Courses),Null,4.0/5
"Andhra University College of Engineering, Visakhapatnam",Visakhapatnam, Andhra Pradesh,Government,Null,B.E /B.Tech (13 Courses),M.E /M.Tech. (27 Courses),4.6/5
"Andhra University College of Science and Technology, Visakhapatnam",Visakhapatnam, Andhra Pradesh,Government,Null,Null,Null,4.5/5
"AITM Belgaum - Angadi Institute of Technology and Management, Belgavi",Belgaum, Karnataka,Private,Null,B.E /B.Tech (7 Courses),Null,3.8/5
"Angadi School of Architecture, Belagavi",Belgaum, Karnataka,Private,Null,Null,Null,Null
"Angel College of Engineering and Technology, Tirupur",Pollikali Palayam, Tamil Nadu,Private,Null,B.E /B.Tech (6 Courses),M.E /M.Tech. (4 Courses),Null
"Angel Polytechnic College, Virudhunagar",Virudhunagar, Tamil Nadu,Private,Null,Null,Null,Null
"ANITS Visakhapatnam - Anil Neerukonda Institute of Technology and Sciences, Visakhapatnam",Visakhapatnam, Andhra Pradesh,Private,   2.40 L,B.E /B.Tech (9 Courses),M.E /M.Tech. (7 Courses),4.1/5
"Anjalai Ammal Mahalingam Engineering College, Tiruvarur",Kovilvenni, Tamil Nadu,Private,   2.56 L,B.E /B.Tech (9 Courses),Null,3.5/5
"Anjamma AGI Reddy Engineering College for Women, Hyderabad",Hyderabad, Telangana,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"Anjana Institute of Technical Education, Pratapgarh",Ajgara, Uttar Pradesh,Private,Null,Null,Null,Null
